income,deductions,filing_history,previous_audit,tax_paid,fraud
1572179,426391,3,1,49669,1
326483,29947,2,1,40984,1
1269844,395375,1,0,107873,0
581362,359548,4,0,71434,1
1014090,301408,0,1,97852,1
1284101,347512,5,1,260329,1
1581249,129741,4,1,99977,1
1972546,67405,2,1,140519,1
1416624,460891,0,1,87782,1
1145624,214406,4,1,133990,1
1419694,317449,5,0,243411,0
1681521,127181,3,0,22962,0
983174,479316,0,0,254880,0
974969,348526,0,1,51500,1
236004,427309,0,0,49773,1
650686,33219,3,0,164680,0
363966,310959,0,0,250972,1
1233588,194135,2,1,228978,1
1467044,427008,3,0,171674,0
476026,62353,1,1,244380,1
1314696,125037,2,0,189775,0
1335417,109403,0,0,46767,0
738303,285502,4,0,78525,0
408198,387047,3,0,251391,1
1549324,394844,1,1,242269,1
1847072,20279,2,0,132263,0
1510953,32527,3,1,234298,1
1359268,230402,1,0,135932,0
1127377,285239,2,0,163466,0
875878,411087,0,1,154795,1
888622,424512,5,1,113944,1
881239,12052,2,0,39592,0
714403,407015,2,1,249022,1
1813207,314258,1,0,166715,0
1160676,23033,1,1,112150,1
1490931,457393,5,1,43636,1
1801663,256446,3,0,28024,0
1285334,482361,3,1,190172,1
372414,52551,4,0,281855,0
1507561,349444,4,0,48852,0
1983867,18117,0,0,284621,0
1262593,353521,3,1,165765,1
392102,165160,0,0,224199,0
651865,268782,3,0,100701,0
1441806,167569,0,0,258542,0
1382051,379528,4,1,52830,1
1319683,205111,3,1,135200,1
731292,154717,2,1,88249,1
1896405,161081,4,0,136011,0
1519357,59624,0,1,215155,1
506040,57370,4,1,256596,1
1507455,145354,3,0,218386,0
959503,480973,1,0,247776,0
577152,328997,5,0,121686,0
811313,113495,3,0,55183,0
980929,474496,1,1,55668,1
1821485,301102,5,0,153802,0
732935,329422,0,1,70028,1
1517898,198670,3,1,172574,1
1183132,335112,1,1,233365,1
259999,353269,5,0,109672,1
890577,485752,4,0,152866,0
481215,309725,5,1,151522,1
397081,265235,5,0,225827,1
611233,85626,0,0,220936,0
1694104,188303,1,0,109413,0
1426813,387803,0,0,70051,0
1223835,498525,4,0,32869,0
1607484,194616,2,1,35327,1
965942,457326,0,1,223724,1
1090236,190267,2,0,83625,0
1249664,30628,2,1,155416,1
496271,368804,0,0,190475,1
1459868,396103,0,0,265041,0
362550,142496,3,0,132202,0
238791,409818,5,1,45639,1
913052,255956,5,0,96772,0
767877,391237,4,0,111814,0
1216365,165318,4,1,154201,1
273419,373436,2,1,271873,1
601855,20319,0,0,190487,0
234821,156878,5,0,54145,1
367216,180789,3,1,259793,1
1503830,201937,4,0,247406,0
1494989,58032,5,0,280657,0
1691489,377738,0,0,34905,0
202881,380893,2,1,129850,1
1713550,189934,0,0,281205,0
1689424,246037,1,1,81698,1
1733064,180585,0,1,99800,1
934063,418874,0,0,71462,0
1176141,422979,3,0,164037,0
958412,392480,5,1,283814,1
1059871,318272,2,0,130207,0
1962831,156074,5,1,149474,1
578253,305940,3,1,248566,1
1537448,370266,3,0,45129,0
1841122,441145,4,1,135964,1
1424739,75154,3,1,208828,1
1347215,433720,2,0,117190,0
1458352,487796,3,0,58784,0
1524388,160934,1,0,134405,0
1447931,113683,5,1,277664,1
222953,306697,0,0,270416,1
1431868,308278,2,1,234129,1
1736028,210317,5,0,25465,0
550166,101655,4,0,209458,0
347461,309571,0,0,194684,1
1733003,214325,3,0,291188,0
1712086,358272,1,0,277210,0
301611,149457,5,1,97275,1
1657417,50210,2,0,228171,0
1984519,469421,2,1,53393,1
838623,170089,0,1,160294,1
355061,196191,0,0,236858,0
853669,146606,2,0,164158,0
799012,178881,2,0,151956,0
1570763,248298,3,1,229049,1
1848523,33340,4,0,238605,0
1374701,406339,3,1,160345,1
1547195,199736,2,1,43972,1
1056706,270509,2,1,33530,1
1734018,148294,4,1,234957,1
312252,176996,3,0,86671,0
1224078,104231,4,0,79534,0
501695,21578,5,1,122625,1
1593244,305288,3,1,232452,1
419518,13156,4,0,177750,0
287415,250701,1,1,193235,1
1135542,454028,4,1,56439,1
629552,322625,5,1,153683,1
301154,255331,4,0,51152,1
358640,414424,1,1,68397,1
1866840,429080,1,1,233036,1
1264604,80958,0,1,77084,1
972169,332070,4,0,239335,0
1990736,195820,1,0,275991,0
913454,454785,5,0,133620,0
676163,413603,1,0,161129,1
1003061,23600,1,1,25125,1
1092172,471410,1,0,154579,0
385499,87472,2,0,114854,0
1112553,372643,3,0,143288,0
1442516,370936,4,0,146981,0
1406679,32614,2,1,298920,1
570952,320595,5,1,279701,1
1882160,401136,4,1,252285,1
1217555,498819,3,1,34144,1
335252,239472,0,1,112150,1
1542398,271359,0,0,115579,0
596341,130851,3,0,226113,0
1211882,314898,0,0,263280,0
676834,234167,2,1,284575,1
1066534,85295,0,0,159113,0
427575,381802,0,1,227105,1
1677516,234798,3,1,180019,1
1200064,228946,1,0,73704,0
1444093,193935,2,1,198910,1
340488,281601,4,1,155171,1
1535803,434657,2,1,155062,1
1082085,249678,4,1,190633,1
899157,260965,1,1,71270,1
914224,275876,1,1,166785,1
916280,359234,4,0,196325,0
1577770,19201,1,0,213365,0
1383153,291666,4,0,85143,0
865685,309935,1,1,246529,1
580245,190756,0,1,136901,1
1518493,287546,0,1,51656,1
307221,409501,1,1,210118,1
1577416,14534,4,1,265520,1
1914647,404791,0,1,20000,1
641543,327582,2,0,267261,0
348798,43134,2,0,66417,0
398914,311436,0,1,222969,1
1852476,61612,1,0,130094,0
673344,379942,4,0,275039,0
1216755,197808,4,1,205293,1
1443658,101505,0,1,210339,1
346874,356799,3,1,219772,1
937658,331298,2,1,297141,1
846836,387208,5,0,257683,0
1808722,402480,0,0,288378,0
1277128,32362,3,0,82930,0
1767470,290397,5,0,295006,0
582931,146294,1,0,41845,0
1198609,163745,1,1,31104,1
249930,406649,1,1,164398,1
1211075,400459,0,0,128346,0
504798,76848,1,0,268808,0
1934024,73424,1,1,285147,1
1332162,30293,2,1,235598,1
1316133,418837,2,1,57845,1
1068880,182609,4,0,242368,0
927517,324294,4,1,23856,1
1386547,11993,2,0,128024,0
1453199,389254,0,1,140552,1
1581351,320729,5,0,131619,0
1021867,25051,3,0,182170,0
1467266,144113,0,0,73826,0
1221319,395413,2,0,280786,0
1615331,450900,3,0,276321,0
969491,110687,2,1,27523,1
745196,460417,4,1,218975,1
1072494,383626,1,1,102757,1
1946993,320231,0,0,103989,0
1598936,308980,2,0,157825,0
1235134,307534,5,1,262764,1
567023,116236,5,0,265186,0
1967543,54972,2,0,28239,0
432669,279337,1,0,33048,1
1735541,353965,3,0,254260,0
1843512,205007,5,1,182172,1
812926,341736,4,1,155995,1
412386,245805,2,0,242082,0
268525,354570,4,0,31926,1
1186835,310141,3,1,84149,1
1053304,117318,1,1,87781,1
503135,390649,5,0,80360,1
1996499,457175,0,1,224702,1
1855261,237031,2,0,177920,0
1315101,56459,3,0,277692,0
756338,186661,4,0,201454,0
1266901,493832,2,0,61352,0
457091,232400,2,0,90280,0
1462829,329727,2,1,159475,1
1752650,272306,1,0,23039,0
365098,257725,2,0,214559,1
574232,106714,4,1,68443,1
1128522,141508,3,1,25258,1
1123628,226309,5,1,103142,1
1100223,390639,3,1,201535,1
664193,421524,1,1,273078,1
746373,496973,3,0,49170,1
656249,476396,4,1,237225,1
1931144,156432,5,1,276665,1
505094,484924,4,0,33467,1
872600,340824,3,0,129965,0
713701,241343,3,1,206863,1
925417,22446,4,1,34156,1
219687,343956,1,1,107507,1
262366,263682,2,0,249893,1
828541,408333,2,0,264435,0
1838658,431858,2,1,276350,1
923349,326846,0,0,230693,0
1342838,333018,0,0,202735,0
1365785,381400,2,1,197008,1
1776728,327531,4,1,193539,1
324348,408035,4,1,160663,1
1177481,499535,1,1,231899,1
1013580,154147,5,0,187468,0
1685884,166627,2,0,235639,0
1748556,142928,0,1,230001,1
1623430,349432,3,1,264509,1
389383,334809,4,1,53009,1
1376090,135976,3,1,239551,1
1752842,23730,5,0,169825,0
266661,34597,1,1,22220,1
1327850,188296,4,0,69797,0
754747,123517,3,1,98218,1
1414120,136538,2,1,171787,1
1780022,378254,2,1,255854,1
873854,294195,5,0,117585,0
1666966,110494,0,0,280135,0
1773538,330023,3,0,171830,0
1951639,486179,5,1,213564,1
803852,344412,1,0,294103,0
289935,330238,3,0,47757,1
1805857,428321,5,1,103398,1
1525687,388855,2,1,53301,1
888452,340099,0,0,230153,0
1872259,274355,4,0,133993,0
862032,32443,2,1,290226,1
370284,143536,2,0,86211,0
1204672,468515,0,0,168821,0
1253961,476074,1,1,285556,1
251437,138469,0,1,103822,1
489969,205517,5,0,277273,0
1896520,237182,1,0,24758,0
1058732,283075,2,0,215074,0
925007,97221,5,1,181477,1
391355,16872,3,1,148852,1
1397466,305025,3,1,73580,1
1465540,306694,1,0,242528,0
1202566,377730,5,0,196962,0
906811,434541,4,0,143089,0
1071338,238453,3,1,220376,1
336348,384612,4,0,106224,1
343176,179458,0,0,56603,0
551055,312120,1,0,222894,0
1391813,67587,1,0,287225,0
817698,266332,5,1,108976,1
228507,208984,2,0,266666,1
1570290,243890,3,0,25068,0
617220,473018,3,0,69266,1
1678551,222880,2,1,105899,1
1395697,407038,4,1,48931,1
1889917,86027,4,1,224681,1
232237,341382,1,0,37931,1
940719,426354,3,0,209316,0
763322,183179,3,1,280282,1
463986,381329,0,1,52769,1
1268860,278272,5,1,175434,1
395113,109865,3,0,58184,0
406776,109800,1,0,42476,0
462764,452179,0,0,93604,1
618613,135329,2,0,176109,0
557696,154314,5,1,71139,1
211924,211871,2,0,227065,1
1513218,295918,1,0,67155,0
1867239,302290,1,1,119163,1
1538003,327374,5,1,97795,1
469245,177175,2,0,146691,0
1061375,64667,3,1,292034,1
882804,170474,4,1,41068,1
449585,457738,4,0,109506,1
1269969,308008,5,1,68899,1
286686,416264,5,1,261848,1
1640191,489623,1,1,98081,1
687579,43722,0,1,184871,1
1607707,107181,1,0,247996,0
1313293,177941,2,1,40407,1
612527,436630,3,1,243314,1
502088,262966,1,0,85081,0
1620516,333875,5,0,225473,0
246064,292348,0,1,82569,1
909550,494043,0,0,60367,0
802500,438710,3,1,199991,1
523935,297836,3,0,217244,0
884835,164012,3,0,60717,0
1051003,53949,2,0,43540,0
864699,227531,3,0,210352,0
785103,174027,4,0,135740,0
863020,124391,1,1,70993,1
611567,398119,0,0,253539,1
1106907,441555,3,1,245561,1
1673126,372647,3,0,80248,0
1336187,163401,2,0,143939,0
1836682,196156,4,1,122990,1
1165441,465282,3,1,82933,1
747909,307853,4,1,286533,1
1895407,250821,4,1,159673,1
961045,462132,0,1,113336,1
1517764,465655,2,1,107843,1
641704,449241,2,1,185148,1
467635,113109,3,1,76979,1
1835537,352140,4,0,138540,0
869510,114979,3,1,100888,1
1246468,473528,0,1,230627,1
370782,209242,4,0,28397,0
525069,286083,3,0,261597,0
1917838,168253,4,0,272972,0
1495239,276226,3,1,229709,1
711303,210240,0,1,129132,1
1498918,375050,2,0,94025,0
882214,324699,0,1,263069,1
238400,104447,0,0,64058,0
230344,452945,4,1,260766,1
1949489,392390,1,1,134909,1
1197068,494430,2,1,199450,1
500380,402131,3,1,258525,1
1215771,203508,4,1,185123,1
992138,123710,0,1,67454,1
1075204,10582,4,0,129047,0
815693,264909,1,1,252714,1
343170,361827,0,0,262828,1
368208,210566,5,0,42712,0
1014582,308504,5,0,216911,0
1456634,481943,1,1,274705,1
854809,38179,0,1,258775,1
1499751,457731,2,0,261281,0
691861,403325,1,0,87469,0
1120776,175937,3,1,216506,1
1346405,28683,4,1,134544,1
940512,74805,1,1,100917,1
669113,423408,5,1,269405,1
1488875,139253,5,0,155054,0
1544892,256425,1,1,251934,1
1917469,101681,0,1,137079,1
269185,99894,0,1,183731,1
437791,490265,3,0,251409,1
201497,25894,3,0,107695,0
1322090,228081,3,0,61412,0
552358,236195,5,1,73184,1
1026322,107295,3,1,65809,1
646840,125494,0,0,86003,0
264080,30998,5,1,93756,1
813466,169256,2,1,171434,1
1200070,143533,5,0,148618,0
321800,346446,5,1,198401,1
850080,173114,2,0,153297,0
1206251,196100,3,0,206661,0
651078,494962,2,1,112794,1
271070,218174,3,1,79350,1
378261,309987,2,0,183336,1
841931,289525,4,1,37541,1
1427280,399259,1,1,181511,1
1937100,476121,3,0,141623,0
1900041,94447,3,1,35843,1
1821837,243632,1,1,82829,1
1601450,138872,3,0,238277,0
1444545,56642,5,0,96701,0
704200,463275,3,1,234288,1
648869,394026,1,1,114815,1
1474190,130925,0,1,141727,1
1456775,192230,0,1,154082,1
272074,202060,0,1,109447,1
1686111,344871,2,1,167454,1
930687,85201,1,0,67401,0
1417885,23502,4,1,256123,1
1421284,365751,1,1,39118,1
1315905,495329,1,1,234170,1
615576,321390,0,0,269760,0
613330,236003,0,0,30162,0
892342,229019,4,1,282283,1
1677586,281294,3,0,165499,0
503674,168658,1,0,115858,0
766928,302691,3,1,188487,1
628682,439189,1,0,170081,1
209236,112317,5,0,76500,0
1647785,486129,5,1,98908,1
612779,278202,3,0,290779,0
603893,299554,4,0,117166,0
363922,402845,4,0,92620,1
666684,314164,5,1,40915,1
480090,193038,3,0,93780,0
1966994,57061,3,1,151456,1
1236657,140186,0,0,150716,0
1056592,495382,2,0,287811,0
1716686,136524,4,0,62881,0
999405,459685,2,1,30946,1
860819,484406,4,1,85560,1
1282056,273461,1,1,70282,1
1526448,20372,0,0,54897,0
605614,25396,5,0,41813,0
288328,415089,2,0,162640,1
756550,400731,2,0,150946,0
993682,460013,1,0,167628,0
391862,405688,5,0,112003,1
763773,114773,2,1,20647,1
1586474,280054,2,0,155147,0
990226,415053,1,0,207154,0
1489656,43862,0,0,210725,0
630331,37966,4,1,190505,1
245442,201511,1,1,237939,1
1621911,215190,0,0,208188,0
1055426,307977,4,1,111650,1
965846,67583,5,0,63613,0
1001003,308311,2,0,190921,0
401109,221782,3,1,54130,1
798501,461429,4,0,249260,0
337738,234225,2,0,77408,1
1119590,46087,4,1,113262,1
1409392,396875,4,1,292931,1
1306570,417378,3,0,239127,0
1271450,55510,5,1,162522,1
225661,31085,4,1,62436,1
1418602,298718,2,0,200959,0
1026958,76009,5,0,40003,0
1974454,388811,3,1,257293,1
623995,400053,3,0,293632,1
1238698,366972,5,1,174421,1
709505,286202,3,1,62952,1
731773,372599,5,0,211636,0
1952797,342501,5,1,39154,1
1281762,433147,5,1,291020,1
1315341,67661,5,1,35363,1
1725412,366064,0,0,49941,0
1099847,447723,5,1,272961,1
899128,147280,2,0,157827,0
566200,442101,0,1,288738,1
1331647,200589,4,1,33253,1
1261038,472402,1,1,244402,1
1759976,174150,5,1,59975,1
825688,50534,1,1,290339,1
1049656,274366,3,0,85607,0
530530,52505,2,1,128054,1
1539643,122733,4,1,221200,1
1808456,111254,5,0,82548,0
664108,167276,1,0,197464,0
733163,436874,5,0,89859,0
549651,157995,0,0,106935,0
772411,37620,5,1,252836,1
1825989,264731,0,1,197885,1
334857,244201,0,1,172762,1
398004,184045,4,1,82769,1
223541,355173,2,1,149734,1
1786903,361780,4,0,71246,0
1270618,395474,3,1,184803,1
1912395,24597,4,1,74732,1
427621,41207,1,1,155583,1
1029773,451046,3,1,236763,1
643900,479634,3,1,237203,1
1573129,457481,1,0,44967,0
915990,70587,1,1,190692,1
1599622,349019,5,1,54280,1
349754,236617,5,1,292875,1
1152924,385073,0,0,117261,0
1826615,166275,2,0,284448,0
256610,308744,2,0,89322,1
824249,315859,1,0,258085,0
1520899,27529,0,0,188890,0
562817,108518,0,0,49017,0
1793139,468470,3,1,54984,1
1678685,35015,1,1,184449,1
1805032,311183,5,1,88645,1
598513,323417,0,0,251299,0
1706953,182665,3,0,163750,0
1101541,281990,4,1,180898,1
1977784,287022,2,1,102673,1
1477030,168016,4,0,265334,0
1485024,13552,0,1,181425,1
1228939,68622,4,0,163014,0
1313022,66729,4,1,230277,1
1458086,464995,3,0,69349,0
1182872,74463,0,0,144741,0
1255354,450528,3,0,122612,0
734639,41080,5,1,127613,1
1954420,385765,5,1,138260,1
1724356,263822,4,0,106050,0
1853625,119818,4,0,81040,0
1344055,344902,0,1,293128,1
1400259,383098,2,0,72301,0
1746717,330563,1,0,242312,0
942281,32343,3,1,230105,1
903592,334411,5,0,54104,0
1093076,181992,1,1,210128,1
1579228,39858,0,0,198569,0
1389613,320685,4,0,204676,0
1039119,449832,0,0,103269,0
1845138,182876,1,0,109286,0
352951,445472,1,0,176460,1
1345688,270899,5,0,216299,0
304219,59411,2,1,214309,1
948265,70157,1,1,156069,1
1158197,346169,5,0,107987,0
1411789,15715,0,1,47728,1
1817522,315390,4,0,163638,0
541367,27648,0,1,81982,1
666327,174018,5,1,217304,1
1728414,98548,2,1,256886,1
1503674,79921,1,1,188307,1
703805,62657,2,0,89442,0
1197468,12214,4,0,129001,0
677487,150015,2,1,167655,1
1029095,474130,4,1,97565,1
997823,200418,2,0,86974,0
1930912,152687,3,1,78818,1
1829418,477718,2,1,165878,1
1901167,477944,3,1,288063,1
468828,78772,4,0,256000,0
884191,173331,1,1,298563,1
662372,290603,0,0,115021,0
1262324,222489,0,0,117009,0
1977156,87304,4,0,63438,0
1034775,50063,4,0,33904,0
1634758,233725,5,0,189954,0
254487,87211,2,1,226208,1
1565762,198454,3,0,30040,0
255092,228129,4,0,54405,1
1393839,143329,0,0,184994,0
1314912,128062,4,1,103735,1
1152610,394750,3,0,198077,0
670266,376651,3,1,270410,1
1422497,247675,4,0,83051,0
1015027,131144,3,0,257768,0
1228659,456714,5,1,296751,1
1031942,316334,5,0,227207,0
962384,366720,4,1,89160,1
956786,58474,0,1,259282,1
282760,35607,0,1,241421,1
1593403,329591,5,1,84996,1
1329380,291085,3,1,180038,1
363672,433544,2,1,288917,1
578020,253893,5,0,193228,0
1593553,494064,2,0,186442,0
668602,377545,1,1,40067,1
1482274,403484,2,0,142190,0
464361,43942,1,1,81480,1
284877,304780,0,0,148740,1
593562,469562,1,1,208030,1
1184938,457018,2,0,221071,0
1006164,476548,3,1,48379,1
1328565,450361,4,1,105384,1
1860398,284614,2,1,245812,1
668556,93753,1,0,29133,0
904513,140006,3,0,81205,0
1398532,22720,4,0,106188,0
855512,138027,0,0,235103,0
1704324,293766,5,1,297094,1
668539,242555,1,0,168762,0
1862833,58636,3,0,197651,0
1250427,451139,0,1,299096,1
1833654,319178,5,1,153973,1
1860164,362821,4,1,272354,1
1306025,283905,0,1,245801,1
319395,244527,2,0,125035,1
851658,121402,4,1,22780,1
1376534,318237,3,0,92057,0
1783626,112306,5,0,53757,0
736573,419067,4,0,152890,0
1494134,342250,3,1,236014,1
837201,197870,4,1,115756,1
436864,198221,3,0,279646,0
1730791,96353,4,1,229435,1
1444101,231832,5,0,155811,0
1974240,257217,4,1,42562,1
781977,369912,3,1,53247,1
1440500,79880,5,1,122031,1
877017,260462,3,0,70333,0
815693,340875,3,1,239991,1
1769727,285325,1,1,75931,1
1485162,18872,4,0,23621,0
785574,102550,1,1,138416,1
1012929,102253,3,1,158135,1
1822227,283114,0,1,22216,1
778588,440481,2,1,88349,1
1873871,240298,2,1,24678,1
522277,199725,5,0,127928,0
365527,368810,5,1,79416,1
810553,454804,0,1,286044,1
1228771,201610,4,0,259445,0
479863,481713,5,0,166930,1
1397340,462862,4,1,56752,1
1617002,486188,0,1,51630,1
1925962,280677,5,0,74181,0
813497,116249,3,1,276326,1
209007,394338,2,0,155741,1
1538392,10036,4,0,128108,0
1451311,335496,3,0,76321,0
604419,68972,5,0,185005,0
748661,461114,4,0,126213,1
1715423,496388,4,0,124426,0
1243786,210511,5,0,186416,0
489339,283791,3,1,78137,1
483238,471144,4,0,297327,1
1460124,136136,3,0,294995,0
1549662,121327,5,0,103328,0
1764906,452317,0,0,226365,0
1078939,112748,0,0,224962,0
328677,121017,4,1,233470,1
811139,136053,2,1,158702,1
1069967,292390,2,0,236585,0
1115334,60230,2,1,59002,1
1312254,254823,4,1,200046,1
954154,435456,4,1,132949,1
353129,276006,4,0,65028,1
576479,494197,1,0,186054,1
859926,471891,5,1,296640,1
288016,349686,4,0,153940,1
1434012,468270,4,0,269066,0
933726,95602,0,0,54163,0
638813,83794,0,1,66564,1
772623,376146,1,0,74767,0
1278191,125562,5,1,117018,1
665172,474942,2,0,76781,1
1698698,350363,3,1,211853,1
806768,367592,3,0,67900,0
1401209,208484,1,0,48850,0
452539,294343,3,1,179754,1
1121753,455872,2,1,98852,1
1690502,478162,4,0,136567,0
422908,229696,4,1,71149,1
1755150,154717,3,0,226579,0
1352740,35530,4,1,74770,1
342646,367307,3,0,179823,1
488825,41567,1,0,280621,0
1214672,389862,3,0,215876,0
516937,230509,0,1,36208,1
306607,192988,1,1,55488,1
411084,203923,4,1,197118,1
381389,214795,5,1,149148,1
1468864,379892,4,1,161036,1
453408,10573,4,1,277882,1
1719882,126330,3,0,123841,0
1549086,152696,2,1,85314,1
1758214,82801,1,0,63543,0
720015,341610,0,1,174356,1
893736,52670,1,1,183598,1
1939493,221425,3,0,260528,0
1888757,171082,1,0,267420,0
502104,279346,2,1,162118,1
1951856,52546,2,1,288914,1
1567233,292162,5,0,95988,0
1516462,204760,2,1,243086,1
1026009,382977,3,0,182866,0
1048544,431474,1,0,111130,0
1523712,191686,3,0,97949,0
1851406,433761,0,1,215859,1
833806,139047,4,0,78048,0
599766,348755,1,0,26566,0
1838992,412571,5,1,38961,1
1359137,64582,3,0,211822,0
509727,213925,1,0,59689,0
1263906,345362,5,1,145529,1
1648355,421439,0,0,130661,0
1716374,164281,4,1,186078,1
833078,395947,5,0,56732,0
502305,153522,3,1,111726,1
1500447,169509,1,1,272750,1
676194,116600,1,1,272571,1
981363,399192,3,1,179290,1
294110,148971,0,1,162792,1
1737196,125632,3,1,188463,1
934467,228230,5,1,108591,1
998714,51817,1,1,141052,1
1496791,351947,4,0,95595,0
1618020,102675,1,0,110748,0
751429,423795,2,0,71551,0
1569265,360096,4,0,131139,0
1247924,117291,5,0,43850,0
1161644,112006,1,1,243314,1
280619,166034,4,1,257119,1
1015256,236445,1,1,244457,1
1207139,86804,4,1,207913,1
340538,304676,3,1,116869,1
1031024,492775,5,1,247401,1
1354553,94547,3,0,25676,0
754600,450323,4,1,258734,1
1490598,288419,3,1,102467,1
1554664,414537,0,1,219247,1
759600,403256,0,0,176827,0
1476177,84611,0,0,117520,0
1193757,481668,1,1,26190,1
1325976,425690,5,1,275656,1
1532118,284263,1,1,247093,1
1786907,371680,2,1,31243,1
1474130,434227,2,1,98420,1
1790023,452674,1,0,177450,0
715166,385626,3,0,292463,0
477071,407329,1,1,252943,1
323411,61901,0,0,178212,0
989131,402816,4,1,101089,1
471772,202391,2,0,284819,0
1089113,362334,1,0,237910,0
1454032,78520,1,0,155246,0
1073350,371797,2,1,148114,1
365321,499641,1,0,279918,1
949127,367292,1,1,267966,1
1912742,447125,4,0,187426,0
427854,221867,5,1,200602,1
1250485,81406,2,0,83754,0
1528836,281590,2,0,121579,0
1172785,42606,1,1,220039,1
1566256,168743,0,1,182296,1
966625,15763,0,0,250222,0
962244,473605,5,1,59143,1
521025,408901,2,0,40675,1
770872,135471,3,1,239809,1
711294,260200,0,0,104759,0
1900552,202453,3,1,193490,1
928053,230384,2,0,34134,0
949141,320606,4,1,228668,1
1644291,296369,5,0,194338,0
357083,494281,2,0,157513,1
953187,158879,1,0,204777,0
1210014,70681,0,1,198887,1
461630,446474,2,1,294833,1
706745,61616,1,1,122576,1
1421298,292063,3,0,49754,0
322094,363228,0,1,236427,1
474486,485937,5,0,282386,1
1430338,348036,4,0,66636,0
1970262,31337,2,0,109151,0
1691856,472851,5,0,111800,0
1593714,238673,1,0,162670,0
258154,224413,5,0,294152,1
1211002,306453,0,1,295333,1
1038129,92237,0,0,83860,0
1351207,348416,4,0,104217,0
1613584,151710,4,1,279118,1
806353,67231,1,1,119476,1
1868617,296605,0,0,239095,0
1760525,220509,5,1,194509,1
364995,414468,2,0,142163,1
419393,76222,1,1,128602,1
1568984,54618,5,0,115113,0
880108,195040,1,0,181101,0
1222137,266659,5,1,174026,1
1814154,452981,4,1,285125,1
1968796,33883,3,1,218761,1
886567,276138,3,1,92112,1
1012369,203116,3,1,76902,1
445536,465558,1,1,81159,1
1689872,341635,0,0,143873,0
814853,328720,2,0,188245,0
321510,220724,4,1,80819,1
377099,482613,3,1,259652,1
777900,45696,2,1,22945,1
1924593,209082,1,0,179232,0
1625355,36478,3,1,170697,1
608596,90927,3,0,118924,0
1886961,84914,2,1,241185,1
827137,165934,0,1,128382,1
220240,228469,4,1,35181,1
729424,312362,3,1,138195,1
797466,267124,2,0,211675,0
1124660,88164,4,0,150756,0
728193,57701,1,1,73310,1
1509651,15126,0,0,60604,0
482977,101913,3,1,232347,1
629666,126185,3,1,157268,1
991700,114127,3,1,152531,1
348422,400802,3,1,118052,1
1701557,228898,1,0,209249,0
1072388,295350,5,1,152984,1
1442580,287583,2,0,55197,0
1688108,12375,5,0,259405,0
617340,302765,3,0,26969,0
739523,337141,0,1,209472,1
280310,343857,4,1,95018,1
1910399,336161,3,0,44372,0
614976,398655,3,1,140939,1
508292,461151,5,0,26927,1
1176274,249895,3,0,298184,0
1666091,426781,2,0,187662,0
461172,20014,5,0,209310,0
519204,131914,5,0,174506,0
547886,400536,2,1,128420,1
1671622,55622,2,1,146503,1
398534,133402,3,1,209912,1
214618,336943,5,1,178000,1
1431375,261484,5,1,266898,1
1935985,115320,0,0,188063,0
821683,379729,1,0,256348,0
734273,422702,3,1,43876,1
298036,43855,0,1,136156,1
1332542,472500,0,1,34493,1
983079,153679,2,0,297646,0
1012796,53822,3,0,158172,0
239334,302418,2,1,149201,1
1271335,50907,1,0,171463,0
1009604,51697,1,0,87641,0
1698793,20095,1,0,57010,0
210398,205751,0,0,219135,1
1224444,289754,1,0,231778,0
1988910,125254,3,1,256820,1
1161179,118416,0,0,165867,0
1769636,197185,3,0,180102,0
969116,360115,3,1,275656,1
1220294,385657,1,0,70108,0
1361435,464469,5,1,195752,1
1983878,136278,2,0,27376,0
1925300,168172,0,0,152472,0
900906,382535,0,1,198490,1
829298,170978,2,1,190168,1
388113,491968,0,0,58078,1
1822108,13152,2,1,41145,1
1132558,298824,1,0,177305,0
1520746,408199,2,1,189580,1
391821,154590,0,1,138476,1
1745958,56371,5,1,26953,1
387546,158105,3,0,32771,0
1901909,142485,3,1,53890,1
721115,195053,4,1,105133,1
351024,495477,1,0,151893,1
1862868,160148,5,1,185833,1
1665258,84588,3,0,138563,0
836603,264344,3,0,78429,0
1463096,399167,1,1,163139,1
1252616,409868,2,0,93009,0
1114421,345118,1,0,199728,0
835197,322988,4,0,105484,0
521240,419445,5,1,188967,1
1492686,112191,2,0,119266,0
1134335,401790,4,0,222276,0
989015,230571,0,1,71323,1
1337254,461956,5,0,61677,0
1939893,473124,4,1,215789,1
1209602,309299,4,0,141982,0
1705588,27793,2,1,230164,1
1924113,229402,4,0,25555,0
472007,234233,2,0,28662,0
1871261,284252,0,1,263404,1
1674940,305782,1,1,278073,1
1850559,46194,0,1,25782,1
1794123,306604,2,0,176075,0
1669571,308354,2,0,179027,0
702669,129747,1,1,108606,1
1158488,330743,5,0,154992,0
511740,440000,2,0,52515,1
1510340,68652,1,0,197262,0
1187639,394491,4,0,126438,0
1677013,57225,4,0,231759,0
1465090,117254,3,0,241991,0
1988300,253887,3,1,140606,1
834522,66394,3,1,147790,1
480685,189050,4,0,235120,0
286224,77582,5,1,172853,1
305996,257386,1,0,285360,1
690058,281237,3,1,164026,1
1312961,12225,2,0,76075,0
1628340,227029,1,1,68494,1
683831,50643,3,0,157531,0
505004,469406,3,0,251644,1
1348885,237097,2,1,275271,1
977679,316475,5,1,253415,1
923840,78263,0,1,217031,1
300162,459380,2,0,202750,1
